age,capital-gain,capital-loss,hours-per-week,education-num,workclass,marital-status,occupation,relationship,sex
35,0,0,27,9,Private,Never-married,Other-service,Own-child,Female
33,0,0,41,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
38,0,1902,40,12,Private,Married-civ-spouse,Exec-managerial,Wife,Female
37,0,0,40,13,State-gov,Never-married,Prof-specialty,Not-in-family,Male
56,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
19,0,1602,32,4,Private,Never-married,Craft-repair,Own-child,Male
31,0,0,40,5,Private,Married-civ-spouse,Exec-managerial,Wife,Female
33,0,0,35,9,Private,Separated,Handlers-cleaners,Unmarried,Male
72,0,0,40,2,Private,Divorced,Other-service,Not-in-family,Male
54,0,0,50,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
30,0,0,40,13,Private,Never-married,Machine-op-inspct,Not-in-family,Female
51,0,0,40,16,Private,Never-married,Prof-specialty,Not-in-family,Male
30,0,1848,50,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
30,0,0,50,13,Private,Never-married,Prof-specialty,Not-in-family,Male
32,0,0,16,10,Private,Married-civ-spouse,Protective-serv,Husband,Male
30,0,0,50,10,Private,Never-married,Sales,Not-in-family,Male
35,0,0,40,14,Private,Married-civ-spouse,Adm-clerical,Husband,Male
40,0,0,44,10,Private,Divorced,Adm-clerical,Own-child,Female
38,0,0,40,13,State-gov,Divorced,Prof-specialty,Not-in-family,Female
19,0,0,30,6,Private,Never-married,Other-service,Other-relative,Female
32,0,0,44,10,Private,Never-married,Prof-specialty,Not-in-family,Male
49,0,0,40,14,Private,Married-spouse-absent,Adm-clerical,Unmarried,Female
60,0,0,35,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
60,0,0,40,5,Private,Married-civ-spouse,Sales,Husband,Male
55,0,0,80,16,Private,Married-civ-spouse,Exec-managerial,Husband,Male
24,0,0,40,9,Private,Never-married,Craft-repair,Own-child,Male
53,7298,0,60,14,Private,Married-civ-spouse,Sales,Husband,Male
69,0,810,38,10,State-gov,Widowed,Adm-clerical,Not-in-family,Female
41,0,0,40,9,Private,Married-civ-spouse,Adm-clerical,Wife,Female
32,0,0,40,9,Private,Never-married,Other-service,Own-child,Female
45,0,0,40,7,Private,Married-civ-spouse,Craft-repair,Husband,Male
59,0,0,40,13,Private,Divorced,Exec-managerial,Not-in-family,Male
31,0,0,35,9,Private,Never-married,Other-service,Own-child,Female
40,0,0,37,9,Private,Separated,Adm-clerical,Unmarried,Female
44,0,0,40,11,Private,Married-civ-spouse,Tech-support,Husband,Male
63,0,0,60,10,Private,Divorced,Sales,Not-in-family,Female
31,15024,0,56,10,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
51,0,0,20,13,Private,Never-married,Adm-clerical,Unmarried,Male
51,0,0,40,7,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
23,0,0,40,9,Private,Never-married,Sales,Not-in-family,Male
49,0,0,48,4,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
56,2885,0,45,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
39,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
39,15024,0,50,15,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
30,0,0,40,9,Self-emp-not-inc,Divorced,Other-service,Unmarried,Female
43,0,0,50,13,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
31,0,0,50,10,Private,Never-married,Craft-repair,Not-in-family,Male
44,0,0,35,14,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
43,0,0,30,15,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
41,0,0,46,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
43,0,0,40,9,Private,Married-civ-spouse,Adm-clerical,Husband,Male
47,0,0,40,10,State-gov,Married-civ-spouse,Craft-repair,Husband,Male
38,0,2824,45,15,Self-emp-not-inc,Never-married,Prof-specialty,Not-in-family,Male
46,0,0,40,11,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
19,0,0,40,10,State-gov,Never-married,Other-service,Own-child,Female
19,0,0,50,3,Private,Never-married,Other-service,Not-in-family,Male
24,0,0,45,13,Private,Married-civ-spouse,Sales,Husband,Male
39,0,0,65,10,Self-emp-inc,Married-civ-spouse,Farming-fishing,Husband,Male
37,0,0,30,11,Private,Divorced,Machine-op-inspct,Not-in-family,Female
40,0,0,40,9,Private,Divorced,Craft-repair,Unmarried,Male
27,0,0,40,12,Private,Never-married,Sales,Own-child,Female
22,0,0,40,9,Private,Never-married,Adm-clerical,Other-relative,Female
21,0,0,12,10,Private,Never-married,Handlers-cleaners,Own-child,Male
32,0,0,40,9,Private,Married-civ-spouse,Exec-managerial,Wife,Female
20,0,0,40,9,Private,Separated,Machine-op-inspct,Own-child,Male
45,14344,0,48,14,Private,Divorced,Transport-moving,Not-in-family,Male
46,0,0,40,15,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
46,0,0,45,11,Private,Divorced,Exec-managerial,Unmarried,Female
26,0,0,44,10,Private,Never-married,Protective-serv,Not-in-family,Male
47,0,0,60,13,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Own-child,Male
22,0,0,10,10,Private,Never-married,Prof-specialty,Own-child,Female
34,0,0,60,9,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
49,0,0,40,2,Private,Married-civ-spouse,Craft-repair,Husband,Male
20,0,0,25,10,Private,Never-married,Handlers-cleaners,Own-child,Male
28,0,0,45,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
30,0,0,40,7,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
23,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
20,0,0,40,5,Private,Never-married,Priv-house-serv,Own-child,Male
31,0,0,55,10,Private,Married-civ-spouse,Other-service,Husband,Male
46,0,0,40,2,Private,Never-married,Machine-op-inspct,Own-child,Male
42,0,0,40,9,Private,Separated,Adm-clerical,Unmarried,Female
60,0,0,40,4,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
30,0,0,50,13,Private,Never-married,Prof-specialty,Not-in-family,Male
27,0,0,48,10,Private,Married-civ-spouse,Transport-moving,Husband,Male
20,0,0,32,5,Private,Never-married,Sales,Own-child,Female
56,7688,0,40,13,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
41,0,0,60,10,Private,Married-civ-spouse,Exec-managerial,Husband,Male
61,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
47,0,0,40,9,Private,Divorced,Exec-managerial,Unmarried,Female
60,2228,0,37,5,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
33,0,0,50,5,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
48,0,0,45,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
56,0,0,40,9,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
50,3103,0,55,11,Private,Married-civ-spouse,Transport-moving,Husband,Male
57,0,0,40,14,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
20,0,0,40,10,Private,Never-married,Adm-clerical,Own-child,Female
46,0,0,36,11,Private,Divorced,Tech-support,Other-relative,Female
21,0,0,40,10,Private,Never-married,Prof-specialty,Not-in-family,Female
37,0,0,40,9,Private,Married-civ-spouse,Exec-managerial,Husband,Male
42,0,0,40,10,Private,Married-civ-spouse,Tech-support,Husband,Male
20,0,0,30,9,Private,Never-married,Other-service,Own-child,Female
54,0,1977,50,16,Private,Married-civ-spouse,Prof-specialty,Husband,Male
32,4064,0,22,9,Local-gov,Married-civ-spouse,Transport-moving,Wife,Female
50,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
49,0,0,40,10,Federal-gov,Never-married,Adm-clerical,Unmarried,Female
48,0,0,50,12,Private,Married-civ-spouse,Transport-moving,Husband,Male
24,0,0,40,10,Private,Never-married,Sales,Other-relative,Female
46,0,0,40,14,Private,Married-civ-spouse,Tech-support,Husband,Male
42,0,0,40,9,Private,Divorced,Other-service,Not-in-family,Female
52,0,0,40,10,Self-emp-inc,Married-civ-spouse,Craft-repair,Husband,Male
58,0,0,40,12,Local-gov,Widowed,Adm-clerical,Not-in-family,Female
37,0,0,40,10,Private,Divorced,Tech-support,Not-in-family,Female
34,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
26,0,2051,40,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
18,0,0,20,10,Private,Never-married,Adm-clerical,Other-relative,Female
33,0,0,40,10,Private,Never-married,Prof-specialty,Not-in-family,Male
41,0,0,15,10,Private,Divorced,Sales,Not-in-family,Female
21,0,0,20,12,Private,Never-married,Adm-clerical,Own-child,Female
23,0,0,40,11,Private,Never-married,Tech-support,Not-in-family,Female
26,0,0,40,10,Federal-gov,Never-married,Tech-support,Own-child,Female
33,0,0,40,13,Private,Married-civ-spouse,Other-service,Wife,Female
24,0,0,45,10,Private,Never-married,Exec-managerial,Own-child,Female
43,0,0,42,6,Private,Married-civ-spouse,Craft-repair,Husband,Male
52,0,0,40,9,State-gov,Divorced,Adm-clerical,Not-in-family,Female
61,0,0,40,4,Private,Divorced,Other-service,Unmarried,Female
35,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
35,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
45,15024,0,55,9,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
43,0,0,40,9,Local-gov,Married-civ-spouse,Exec-managerial,Husband,Male
51,0,0,40,9,Private,Married-civ-spouse,Protective-serv,Husband,Male
35,0,0,40,13,Private,Married-civ-spouse,Transport-moving,Husband,Male
47,0,0,45,13,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Male
22,0,0,40,10,Private,Never-married,Adm-clerical,Own-child,Male
49,0,0,60,11,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
20,0,0,20,9,Private,Never-married,Craft-repair,Own-child,Male
19,0,0,40,6,Private,Divorced,Other-service,Not-in-family,Female
27,0,0,40,9,Private,Never-married,Craft-repair,Not-in-family,Male
42,0,0,45,12,Private,Divorced,Prof-specialty,Unmarried,Female
23,0,0,35,10,Self-emp-not-inc,Never-married,Farming-fishing,Own-child,Male
20,0,0,10,10,Private,Never-married,Tech-support,Not-in-family,Female
47,0,0,50,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
17,0,0,18,8,Private,Never-married,Other-service,Own-child,Male
39,0,0,40,10,Private,Divorced,Sales,Unmarried,Female
25,0,0,40,5,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
31,0,0,43,11,Private,Married-civ-spouse,Exec-managerial,Wife,Female
44,0,0,20,9,Private,Divorced,Transport-moving,Not-in-family,Male
53,0,0,40,11,Private,Married-civ-spouse,Exec-managerial,Husband,Male
34,0,0,45,10,Private,Separated,Craft-repair,Not-in-family,Male
45,0,0,60,10,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
34,0,0,45,9,Private,Married-civ-spouse,Sales,Husband,Male
35,0,0,40,14,Private,Married-civ-spouse,Sales,Husband,Male
36,0,0,48,10,Private,Never-married,Other-service,Not-in-family,Male
45,0,0,45,10,Private,Widowed,Other-service,Unmarried,Female
37,0,0,60,10,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
53,0,0,40,12,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
35,15024,0,50,14,Private,Married-civ-spouse,Prof-specialty,Wife,Female
65,0,0,40,10,Self-emp-inc,Married-civ-spouse,Sales,Husband,Male
49,0,0,70,6,Self-emp-not-inc,Divorced,Farming-fishing,Unmarried,Male
24,0,0,40,9,Private,Never-married,Handlers-cleaners,Not-in-family,Male
54,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
17,0,0,12,6,Private,Never-married,Sales,Own-child,Female
19,0,0,16,8,Private,Never-married,Other-service,Own-child,Male
60,0,0,40,9,Private,Widowed,Machine-op-inspct,Not-in-family,Female
46,0,0,35,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
26,0,0,40,10,Private,Never-married,Exec-managerial,Own-child,Female
58,0,0,38,2,Private,Married-civ-spouse,Other-service,Husband,Male
37,0,0,55,9,Self-emp-not-inc,Divorced,Exec-managerial,Unmarried,Male
41,0,0,38,14,Private,Married-civ-spouse,Prof-specialty,Husband,Male
30,0,0,40,13,Private,Divorced,Exec-managerial,Not-in-family,Male
19,0,0,30,10,Private,Never-married,Adm-clerical,Not-in-family,Female
48,0,0,60,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
22,0,0,24,10,Private,Never-married,Transport-moving,Not-in-family,Female
25,0,0,40,2,Private,Never-married,Priv-house-serv,Not-in-family,Female
18,0,0,6,6,Private,Never-married,Other-service,Own-child,Male
21,0,0,40,9,Private,Never-married,Handlers-cleaners,Own-child,Male
47,0,0,50,10,Private,Married-civ-spouse,Transport-moving,Husband,Male
33,0,0,36,9,Private,Never-married,Other-service,Other-relative,Female
39,2174,0,40,9,Private,Divorced,Craft-repair,Own-child,Male
67,0,0,8,13,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
19,0,1602,24,10,Private,Never-married,Other-service,Own-child,Male
18,0,0,11,6,Private,Never-married,Other-service,Own-child,Male
36,0,0,40,9,Private,Never-married,Adm-clerical,Own-child,Male
23,0,0,25,10,Private,Never-married,Machine-op-inspct,Own-child,Male
73,0,0,40,9,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
35,5013,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
31,0,0,40,12,Private,Married-civ-spouse,Craft-repair,Husband,Male
20,0,0,40,6,Private,Never-married,Machine-op-inspct,Not-in-family,Male
20,0,0,40,9,Private,Never-married,Adm-clerical,Own-child,Female
27,0,0,40,9,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
66,0,0,30,6,Self-emp-inc,Married-civ-spouse,Sales,Husband,Male
66,0,0,50,14,Private,Married-civ-spouse,Sales,Husband,Male
64,0,0,35,14,Private,Never-married,Prof-specialty,Not-in-family,Female
48,3325,0,53,10,Private,Divorced,Transport-moving,Not-in-family,Male
24,0,0,40,13,Private,Never-married,Prof-specialty,Not-in-family,Female
51,0,0,60,9,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
25,0,0,60,13,Private,Married-civ-spouse,Craft-repair,Husband,Male
33,0,0,20,7,Private,Separated,Sales,Own-child,Female
50,0,0,50,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
51,0,0,50,4,Private,Married-spouse-absent,Craft-repair,Not-in-family,Male
34,0,0,38,13,State-gov,Married-civ-spouse,Prof-specialty,Husband,Male
41,0,0,40,4,Local-gov,Never-married,Other-service,Unmarried,Female
30,0,0,40,10,Self-emp-not-inc,Married-civ-spouse,Machine-op-inspct,Husband,Male
59,2907,0,40,10,Private,Divorced,Craft-repair,Not-in-family,Male
41,3103,0,40,10,Self-emp-not-inc,Married-civ-spouse,Machine-op-inspct,Husband,Male
36,10520,0,45,14,Self-emp-not-inc,Never-married,Sales,Not-in-family,Male
37,0,0,85,2,Private,Married-civ-spouse,Farming-fishing,Husband,Male
28,0,0,30,9,Private,Never-married,Other-service,Not-in-family,Male
19,0,0,40,9,Private,Never-married,Craft-repair,Own-child,Male
28,0,0,45,10,Private,Married-civ-spouse,Transport-moving,Husband,Male
62,0,0,40,6,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
36,15024,0,45,14,Private,Married-civ-spouse,Sales,Husband,Male
58,0,0,40,6,Self-emp-not-inc,Never-married,Craft-repair,Not-in-family,Male
42,1151,0,50,9,Self-emp-inc,Divorced,Sales,Unmarried,Male
43,0,0,40,9,Self-emp-inc,Married-civ-spouse,Craft-repair,Husband,Male
29,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
32,0,0,50,9,State-gov,Never-married,Exec-managerial,Not-in-family,Male
64,0,0,40,5,Local-gov,Never-married,Adm-clerical,Other-relative,Male
39,0,0,20,13,Private,Married-civ-spouse,Prof-specialty,Wife,Female
26,0,0,20,13,Private,Never-married,Sales,Own-child,Female
19,0,0,30,9,Private,Never-married,Other-service,Not-in-family,Male
21,0,0,45,9,Private,Never-married,Adm-clerical,Own-child,Female
32,0,0,40,10,Private,Never-married,Adm-clerical,Not-in-family,Female
30,5013,0,45,12,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
26,0,0,50,13,Private,Never-married,Adm-clerical,Other-relative,Female
20,0,0,15,10,Private,Never-married,Adm-clerical,Own-child,Female
19,0,0,30,10,Private,Never-married,Transport-moving,Own-child,Male
33,0,0,42,13,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Male
23,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Other-relative,Male
29,0,0,45,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
42,0,0,40,9,Private,Married-civ-spouse,Exec-managerial,Wife,Female
30,0,0,50,9,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
63,0,0,20,9,Private,Married-civ-spouse,Transport-moving,Wife,Female
34,0,0,40,9,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
60,0,0,24,10,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
48,0,0,50,9,Private,Married-civ-spouse,Other-service,Husband,Male
25,0,0,50,13,Private,Never-married,Exec-managerial,Not-in-family,Male
27,0,0,40,11,Private,Married-civ-spouse,Adm-clerical,Wife,Female
55,27828,0,55,9,Self-emp-not-inc,Divorced,Craft-repair,Unmarried,Male
32,0,0,40,10,Private,Never-married,Machine-op-inspct,Own-child,Female
22,0,0,25,10,Private,Never-married,Adm-clerical,Own-child,Male
25,0,0,50,9,Private,Never-married,Exec-managerial,Not-in-family,Male
18,0,0,16,7,Private,Never-married,Other-service,Own-child,Female
24,0,0,44,10,Local-gov,Married-civ-spouse,Adm-clerical,Wife,Female
29,0,0,40,13,Private,Never-married,Exec-managerial,Not-in-family,Female
39,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
33,0,0,40,14,Self-emp-inc,Married-civ-spouse,Craft-repair,Husband,Male
57,0,0,40,9,Private,Divorced,Machine-op-inspct,Not-in-family,Female
22,0,0,40,6,Private,Separated,Other-service,Unmarried,Female
33,0,0,60,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
42,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
43,0,0,45,13,Private,Separated,Prof-specialty,Unmarried,Male
57,0,0,38,10,Self-emp-not-inc,Married-civ-spouse,Tech-support,Husband,Male
42,4650,0,40,14,Private,Divorced,Prof-specialty,Not-in-family,Male
22,0,1719,30,10,Private,Never-married,Transport-moving,Own-child,Male
42,0,0,50,13,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
39,0,0,55,10,Private,Married-civ-spouse,Sales,Husband,Male
41,0,0,32,10,Private,Married-civ-spouse,Prof-specialty,Wife,Female
20,0,0,40,9,Local-gov,Never-married,Handlers-cleaners,Own-child,Male
47,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
44,0,0,40,10,Private,Divorced,Adm-clerical,Unmarried,Female
29,0,0,40,13,Private,Never-married,Adm-clerical,Not-in-family,Female
52,14084,0,16,10,Private,Married-spouse-absent,Adm-clerical,Not-in-family,Female
71,0,0,35,10,Private,Widowed,Sales,Not-in-family,Male
52,0,0,55,9,Private,Never-married,Craft-repair,Own-child,Male
36,0,0,40,9,Private,Married-civ-spouse,Sales,Husband,Male
53,0,0,48,10,Private,Divorced,Craft-repair,Not-in-family,Male
37,0,0,30,9,Private,Married-civ-spouse,Other-service,Wife,Female
26,0,0,40,6,Private,Never-married,Handlers-cleaners,Not-in-family,Male
34,0,0,55,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
35,0,0,50,13,Private,Never-married,Prof-specialty,Not-in-family,Male
20,0,0,40,5,Private,Never-married,Sales,Own-child,Female
34,0,1740,40,10,Local-gov,Married-civ-spouse,Craft-repair,Husband,Male
56,0,0,60,13,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
39,0,0,36,13,Private,Married-civ-spouse,Prof-specialty,Wife,Female
24,0,0,20,10,Private,Never-married,Tech-support,Own-child,Female
24,0,0,35,7,Private,Divorced,Sales,Unmarried,Female
23,0,0,50,13,Private,Never-married,Prof-specialty,Not-in-family,Male
27,0,0,45,13,Private,Never-married,Prof-specialty,Not-in-family,Male
25,0,0,40,9,Private,Never-married,Adm-clerical,Unmarried,Female
29,0,0,40,10,Private,Never-married,Adm-clerical,Not-in-family,Female
42,0,0,37,10,Private,Married-civ-spouse,Machine-op-inspct,Wife,Female
51,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
31,0,1740,40,11,Private,Married-civ-spouse,Craft-repair,Husband,Male
59,0,0,40,2,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
29,0,0,40,9,Private,Married-civ-spouse,Other-service,Wife,Female
18,0,0,20,9,Private,Never-married,Adm-clerical,Own-child,Female
24,0,0,36,9,Private,Married-civ-spouse,Craft-repair,Wife,Female
38,0,0,40,10,State-gov,Separated,Exec-managerial,Own-child,Male
34,0,0,50,9,Self-emp-not-inc,Separated,Exec-managerial,Not-in-family,Male
42,0,1977,70,13,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
45,0,0,35,8,Self-emp-not-inc,Divorced,Craft-repair,Other-relative,Male
